ANNEE,ESPECE,CODE POSTAL,VILLE,POPULATION
"2019",CHIEN,"92100",BOULOGNE BILLANCURT,"1"
"2019",CHAT,"92100",BOULOGNE BILLLANCOURT,"1"
"2019",CHAT,"92100",Boulognes Billancourt,"1"
"2019",CHAT,"92014",NANTERRE,"2"
"2019",CHAT,"92007",NANTERRE,"1"
"2019",CHIEN,"92006",NANTERRE,"1"
"2019",CHIEN,"92002",NANTERRE CEDEX,"1"
"2019",CHIEN,"92000",ST CLOUD,"1"
"2019",CHIEN,"92000",MONACO,"1"
"2019",CHAT,"92000",LA DEFENSE,"1"
"2019",CHAT,"92000",NANTERRE (PAVILLON),"1"
"2019",CHAT,"92000",NEUILLY,"2"
"2019",CHAT,"92000",nanterre,"4"
"2019",CHIEN,"92000",NANTERRE VILLE,"2"
"2019",CHAT,"92000",NANTARRE,"1"
"2019",CHAT,"92000",RUEIL MALMAISON,"3"
"2019",CHAT,"92000",NANATERRE,"1"
"2019",CHAT,"92000",nanterres,"1"
"2019",CHAT,"92000",COLOMBES,"2"
"2019",CHAT,"92000",NEUILLY SUR SEINE,"4"
"2019",CHAT,"92000",CLAMART,"1"
"2019",CHIEN,"92000",NANTERRRE,"1"
"2019",CHAT,"9200",NEUILLY SUR SEINE,"1"
"2019",CHAT,"92",MONTROUGE,"1"
"2019",CHAT,"92",BAGNEUX,"1"
"2019",CHAT,"91960",EPINAY SOUS SENART,"1"
"2019",CHAT,"91952",COURTABOEUF,"1"
"2019",CHAT,"91941",LES ULIS,"1"
"2019",CHIEN,"91940",GOMETZ-LE-CHâTEL,"1"
"2019",CHAT,"91940",GOMETZ-LE-CHâTEL,"1"
"2019",CHAT,"91940",ST JEAN DE BEAUREGARD,"37"
"2019",CHIEN,"91940",les ulys,"1"
"2019",CHIEN,"91940",SAINT JEAN DE BEAUREGARD,"11"
"2019",CHAT,"91940",MASSY,"1"
"2019",CHIEN,"91940",MOIGNY SUR ECOLE,"1"
"2019",CHIEN,"91940",gometz le chatel,"1"
"2019",CHAT,"91940",GOMETZ-LE-CHATEL,"5"
"2019",CHAT,"91940",GOMETZ LE CHâTEL,"1"
"2019",CHIEN,"91940",LES ULIS,"990"
"2019",CHIEN,"91930",ST CHERON,"1"
"2019",CHIEN,"91930",MONERVILLE,"1"
"2019",CHAT,"91930",MORSANG SUR ORGE,"2"
"2019",CHAT,"91910",SAINT SULPICE DE FAVIÈRES,"2"
"2019",CHAT,"91910",SAINT-SULPICE DE FAVIERES,"1"
"2019",CHIEN,"91880",BOUVILLE,"163"
"2019",CHAT,"91880",BOUVILLLE,"1"
"2019",CHIEN,"91880",bouville,"1"
"2019",CHIEN,"91870",SOISY SUR ECOLE,"1"
"2019",CHIEN,"91870",Ormes,"1"
"2019",CHAT,"91860",EPINAY SUR ORGE,"1"
"2019",CHIEN,"91860",EPINAY SOUS SENART,"458"
"2019",CHIEN,"91860",Epinay Sous Senart,"1"
"2019",CHIEN,"91860",EPINAY S/S SENART,"49"
"2019",CHIEN,"91860",JUVISY SUR ORGE,"1"
"2019",CHIEN,"91860",EPINAY S/GEIUE,"1"
"2019",CHAT,"91850",BOURRAY SUR JUINE,"2"
"2019",CHAT,"91850",BOURAY-SUR-JUINE,"9"
"2019",CHAT,"91850",Auvers saint georges,"1"
"2019",CHAT,"91850",BOURAY SUR JUIN,"1"
"2019",CHAT,"91850",POURAY SUR JUINE,"1"
"2019",CHIEN,"91840",SOISY SUR ECOLE,"323"
"2019",CHIEN,"91830",LE COUDRAY MONCEAUX,"7"
"2019",CHIEN,"91830",LE COUDRAY-MONTCEAUX,"2"
"2019",CHAT,"91830",LE COUDRAN MONTCEAUX,"1"
"2019",CHIEN,"91830",EPINAY SOUS SENART,"2"
"2019",CHIEN,"91830",", LE PLESSIS CHENET","1"
"2019",CHAT,"91830",LE COUDRAY MONTCEAU,"19"
"2019",CHIEN,"91830",le coudray montceaux,"3"
"2019",CHAT,"91820",BOUTIGNY SUR ESSONE,"4"
"2019",CHAT,"91820",GIRONVILLE SUR ESSONNE,"1"
"2019",CHIEN,"91820",boutigny sur essonne,"5"
"2019",CHIEN,"91820",VAYRES SUR ESSONE,"1"
"2019",CHIEN,"91820",BOUTIGNY-SUR-ESSONNE,"4"
"2019",CHIEN,"91820",Boutigny sur Essonne,"1"
"2019",CHAT,"91820",BOUTIGNY ESSONNE,"1"
"2019",CHIEN,"91820",Boutigny-sur Essonne,"1"
"2019",CHIEN,"91820",VAYRES SUR ESSONNE,"329"
"2019",CHAT,"91810",VERT-LE-GRAND,"4"
"2019",CHAT,"91801",BRUNOY,"1"
"2019",CHAT,"91800",BOUSSY SY ANTOINE,"1"
"2019",CHAT,"91800",BOUSSY ST-ANTOINE,"1"
"2019",CHAT,"91800",BOUSSY ST ANTOINE,"543"
"2019",CHIEN,"91800",BOUSSY,"1"
"2019",CHIEN,"91800",boussy saint antoine,"1"
"2019",CHAT,"91800",BOUSSY ST ANT,"1"
"2019",CHAT,"91790",BOISSYS SOUS ST YON,"1"
"2019",CHIEN,"91790",Boissy sous Saint-Yon,"1"
"2019",CHAT,"91790",BOISSY S/S ST YON,"1"
"2019",CHAT,"91790",BOISSY SOUS YON,"2"
"2019",CHIEN,"91790",SAINTE GENEVIEVE DES BOIS,"1"
"2019",CHAT,"91790",BOISSY SOUS ST YON,"421"
"2019",CHIEN,"91790",BOISSY SOUS SAINT ION,"1"
"2019",CHIEN,"91780",SAINT-HILAIRE,"9"
"2019",CHIEN,"91780",ITTEVILLE,"2"
"2019",CHAT,"91780",QUINCY SOUS SENARD,"1"
"2019",CHAT,"91780",CHALO -SAINT-MARS,"1"
"2019",CHAT,"91780",CHALO SAINT MALO,"1"
"2019",CHIEN,"91780",MEROBERT,"115"
"2019",CHAT,"91780",CHAZO SAINT MARS,"1"
"2019",CHIEN,"91770",VIRY CHATILLON,"1"
"2019",CHAT,"91770",SAINTE GENEVIEVE DES BOIS,"1"
"2019",CHIEN,"91770",SAINT MAUR,"1"
"2019",CHAT,"91770",COLOMIERS,"1"
"2019",CHIEN,"91770",Saint VRAIN,"1"
"2019",CHAT,"91770",VIRY CHATILLON,"1"
"2019",CHAT,"91760",ITTEVILLE,"1082"
"2019",CHIEN,"91760",Itteville,"2"
"2019",CHAT,"91750",CHEVANNES,"204"
"2019",CHIEN,"91750",CHAMCEUIL,"1"
"2019",CHAT,"91750",BEAUVAIS,"1"
"2019",CHIEN,"91750",nainville les roches,"1"
"2019",CHAT,"91750",Chevannes,"3"
"2019",CHIEN,"91750",CHAMPDEUIL,"1"
"2019",CHIEN,"91750",CHAMPAREIL,"1"
"2019",CHIEN,"9175",NIEDERFEULEN,"1"
"2019",CHAT,"91741",PUSSAY,"1"
"2019",CHIEN,"91740",CONGERVILLE,"13"
"2019",CHAT,"91740",PUSSAY,"241"
"2019",CHAT,"91740",CHALOUX-MOULINEUX,"1"
"2019",CHAT,"91740",CONGERVILLE,"5"
"2019",CHIEN,"91740",angervilliers,"1"
"2019",CHAT,"91740",Chalou Moulineux,"1"
"2019",CHIEN,"91740",Pussay,"1"
"2019",CHAT,"91720",GIRONVILLE SUR ESSONNES,"1"
"2019",CHIEN,"91720",BUNO  BONNEVEAUX,"1"
"2019",CHIEN,"91720",VIGNEUX SUR SEINE,"1"
"2019",CHIEN,"91720",GIROUVILLE SUR ESSONE,"1"
"2019",CHAT,"91720",GIRONVILLE S/ESSONNE,"2"
"2019",CHIEN,"91720",MAISSE,"608"
"2019",CHIEN,"91720",VALPUISSEAUX,"1"
"2019",CHIEN,"91720",COURDIMANCHE S/ESSONNE,"1"
"2019",CHIEN,"91720",GIRONVILLE SUR ESSONES,"1"
"2019",CHAT,"91720",CHALOU-MOULINEUX,"1"
"2019",CHIEN,"91720",BUNO BONNEVAUX,"126"
"2019",CHAT,"91720",BUNO- BONNEVAUX,"2"
"2019",CHAT,"91720",GIRONVILLE / ESSONNE,"1"
"2019",CHAT,"91720",GIRONVILLE/ESSONNE,"1"
"2019",CHAT,"91710",VERT-LE-PETIT,"9"
"2019",CHIEN,"91710",vert le petit,"1"
"2019",CHAT,"91705",STE GENEVIEVE DES BOIS,"10"
"2019",CHAT,"91700",STE GENEVIEVE  DES BOIS,"1"
"2019",CHAT,"91700",STE GEN DES BOIS,"1"
"2019",CHIEN,"91700",saintes genevieve des bois,"1"
"2019",CHIEN,"91700",FLEURY-MÉROGIS,"1"
"2019",CHAT,"91700",VILLIERS/ORGE,"1"
"2019",CHIEN,"91700",sainte genevieve des bois,"4"
"2019",CHAT,"91700",VILLIERS,"1"
"2019",CHAT,"91700",FLEUIRY MEROGIS,"1"
"2019",CHIEN,"91700",ST. GENEVIEVE DES BOIS,"1"
"2019",CHAT,"91700",Villiers Sur Orge,"1"
"2019",CHAT,"91700",sainte gennevieve des bois,"1"
"2019",CHAT,"91700",SAINTE GENEVIèVE DES BOIS,"16"
"2019",CHAT,"91700",SAINT GENEVIÈVE DES BOIS,"5"
"2019",CHAT,"91700",FLEURY MEROIS,"1"
"2019",CHAT,"91700",ST CORNIER DES LANDES,"1"
"2019",CHAT,"91700",ST GENNEVIEVE DES BOIS,"3"
"2019",CHAT,"91700",FLEURY-MEROGIS,"16"
"2019",CHIEN,"91700",STE GENEVIEVE DE BOIS,"1"
"2019",CHIEN,"91700",Villiers-sur-Orge,"1"
"2019",CHAT,"91700",STE GENEVIEVE DES BOS,"1"
"2019",CHIEN,"91700",ST GENEVIEVE LES BOIS,"1"
"2019",CHIEN,"91700",SAINTE GENENVIEVE DES BOIS,"1"
"2019",CHAT,"91700",SAINTE GENVIÈVE DES BOIS,"1"
"2019",CHIEN,"91700",STE GENVIÈVE DES BOIS,"1"
"2019",CHAT,"91700",BONDOUFLE,"2"
"2019",CHIEN,"91700",SAINTE GENEVIÈVE DES BOIS,"42"
"2019",CHAT,"91700",SAINTE GENEVIEVE  DES BOIS,"2"
"2019",CHAT,"91700",VILLIER SUR ORGES,"1"
"2019",CHAT,"91700",FLEURY MERGIS,"1"
"2019",CHIEN,"91700",VIRY-CHATILLON,"1"
"2019",CHAT,"91690",ST CYR LA RVIERE,"1"
"2019",CHAT,"91690",GUILLERVAL,"130"
"2019",CHAT,"91690",BOISSY LARIVIERE,"1"
"2019",CHIEN,"91690",MESNIL GIRAUT BOISSY LA RIVIERE,"1"
"2019",CHAT,"91681",COURSON-MONTELOUP,"1"
"2019",CHAT,"91680",BRUILLERE LE CHATEL,"1"
"2019",CHIEN,"91680",COURSON - MONTELOUP,"1"
"2019",CHAT,"91680",BRUYÈRE LE CHÂTEL,"1"
"2019",CHAT,"91680",COURSON,"1"
"2019",CHIEN,"91680",bruyeres le chatel,"3"
"2019",CHAT,"91680",Bruyères-le-Châtel,"1"
"2019",CHIEN,"91680",Bruyere le Chatel,"1"
"2019",CHIEN,"91680",BRUYERES-LE-CHATEL,"2"
"2019",CHIEN,"91670",ANGERVILLE,"613"
"2019",CHIEN,"91670",ARGERVILLE,"1"
"2019",CHAT,"91660",ETAMPES,"1"
"2019",CHAT,"91660",MÉRÉVILLE,"3"
"2019",CHAT,"91660",SAVIGNY S/ORGE,"1"
"2019",CHAT,"91660",ANGERVILLE,"1"
"2019",CHAT,"91660",MENEVILLE,"1"
"2019",CHAT,"91660","LE MEREVILLOIS , MEREVILLE","39"
"2019",CHIEN,"91650",BREILLET,"1"
"2019",CHAT,"91650",breux-Jouy,"1"
"2019",CHAT,"91650",BREVILLE,"1"
"2019",CHAT,"91650",BREILLET,"1"
"2019",CHIEN,"91650",SAINT- YON,"1"
"2019",CHAT,"91650",NOZAY,"1"
"2019",CHAT,"91640",FONTENAY  LES BRIIS,"1"
"2019",CHIEN,"91640",FONTENAY LES BRIIS,"279"
"2019",CHIEN,"91640",VAUGRIGNEUSSE,"1"
"2019",CHIEN,"91640",VAUGRIGNEUSE,"182"
"2019",CHIEN,"91640",fontenay les briis,"2"
"2019",CHIEN,"91640",VAUGRINGEUSE,"1"
"2019",CHAT,"91640",BRIIS S/FORGES,"1"
"2019",CHIEN,"91640",BRIIS-SOUS-FORGES,"8"
"2019",CHIEN,"91640",BRIS SOUS FORGE,"2"
"2019",CHAT,"91640",VAUGIGNEUSE,"1"
"2019",CHIEN,"91640",FONTENAY LES BIIS,"1"
"2019",CHAT,"91640",FONTENAY LES  BRIIS,"1"
"2019",CHIEN,"91640",BRIIS S/S FORGES,"1"
"2019",CHAT,"91640",BRIIS SOUS FORGES,"536"
"2019",CHAT,"91630",VILLEMOISSON,"1"
"2019",CHAT,"91630",MAROLLES.LABO@VETODENT.COM,"1"
"2019",CHIEN,"91630",epinay/orge,"1"
"2019",CHIEN,"91630",0MAROLLES EN HUREPOIX,"1"
"2019",CHAT,"91630",LEUDEVILLE,"177"
"2019",CHIEN,"91630",SAINT VRAIN,"1"
"2019",CHIEN,"91630",GUIBEVILLES,"1"
"2019",CHIEN,"91630",MAROLLES EN UREPOIX,"1"
"2019",CHIEN,"91630",MAROLLES,"3"
"2019",CHIEN,"91630",MAROLLESEN HUREPOIT,"1"
"2019",CHAT,"91630",Avrainville,"1"
"2019",CHIEN,"91630",guibeville,"1"
"2019",CHAT,"91630",MAROLLES EN HURPOIX,"2"
"2019",CHIEN,"91626",LA VILLE DU BOIS,"1"
"2019",CHIEN,"91625",LA VILLE DU BOIS,"1"
"2019",CHAT,"91620",LA VILLE  DU BOIS,"1"
"2019",CHIEN,"91620",LA VILLE DE BOIS,"1"
"2019",CHIEN,"91620",LA VILLE BU BOIS,"1"
"2019",CHIEN,"91620",BEY,"1"
"2019",CHIEN,"91620",LA VILLE-DU-BOIS,"6"
"2019",CHIEN,"91620",La Ville Du Bois,"2"
"2019",CHIEN,"91620",Nozay,"2"
"2019",CHAT,"91620",LA VILLE DUBOIS,"2"
"2019",CHAT,"91612",BALLANCOURT SUR ESSONNE,"1"
"2019",CHAT,"91610",BALLANCOURT  SUR ESSONNE,"1"
"2019",CHAT,"91610",BALLANCOURT SUR ESS,"1"
"2019",CHIEN,"91610",ballancourt,"3"
"2019",CHAT,"91610",BALLANCOURT,"93"
"2019",CHIEN,"91610",BALANCOURT SUR ESSONNE,"1"
"2019",CHIEN,"91610",SAVIGNY SUR ORGE,"1"
"2019",CHIEN,"91610",BALLANCOURT / ESSONNE,"1"
"2019",CHIEN,"91610",CHEPTAINVILLE,"1"
"2019",CHIEN,"91606",SAVIGNY SUR ORGE,"1"
"2019",CHIEN,"91604",SAVIGNY SUR ORGE,"1"
"2019",CHIEN,"91600",Savigny sur orge,"3"
"2019",CHIEN,"91600",SAVIGNY SUR OGRGE,"1"
"2019",CHIEN,"91600",SAUVIGNY SUR ORGE,"1"
"2019",CHIEN,"91600",SAVIGNY-SUR-ORGE,"21"
"2019",CHIEN,"91600",RICHARVILLE,"3"
"2019",CHIEN,"91600",MEREVILLE,"1"
"2019",CHIEN,"91600",MÉRÉVILLE,"1"
"2019",CHAT,"91600",SEVIGNY SUR ORGE,"1"
"2019",CHIEN,"91600",SAVIGNY S/O,"2"
"2019",CHAT,"91600",Savigny-Sur-Orge,"1"
"2019",CHAT,"91600",Savigny-sur-Orge,"10"
"2019",CHAT,"91600",SAVIGNY S/ORGE,"1"
"2019",CHIEN,"9160",ANTONY,"1"
"2019",CHAT,"91590",Mondeville,"2"
"2019",CHIEN,"91590",GUINGUEVILLE SUR ESSONNE,"1"
"2019",CHAT,"91590",BEAULNE,"2"
"2019",CHIEN,"91590",BOISSY LE CUTTé,"3"
"2019",CHAT,"91590",LA FERTE ALAIS,"508"
"2019",CHAT,"91590",BAULNE,"203"
"2019",CHAT,"91590",D'HUISSON LONGUEVILLE,"4"
"2019",CHAT,"91590",BOISSY LE CUTTÉ,"5"
"2019",CHIEN,"91590",LA FERTé-ALAIS,"3"
"2019",CHAT,"91590",La Ferté-Alais,"2"
"2019",CHAT,"91590",ORGEMONT,"3"
"2019",CHAT,"91590",BOIZZY LE CUTTE,"1"
"2019",CHIEN,"91590",LA FERRE ALLAIS,"1"
"2019",CHAT,"91590",LE FERTE ALAIS,"3"
"2019",CHAT,"91580",AUVERS ST GEORGES,"181"
"2019",CHIEN,"91580",MESNIL RACOIN,"8"
"2019",CHIEN,"91580",VILECONIN,"1"
"2019",CHIEN,"91580",D HUISSON LONGUEVILLE,"1"
"2019",CHAT,"91580",Auvers-saint-georges,"1"
"2019",CHAT,"91580",Étréchy,"3"
"2019",CHIEN,"91580",ETRECHY,"1242"
"2019",CHIEN,"91580",MESNIL-RACOIN,"1"
"2019",CHAT,"91580",SOUSY LA BRICHE,"3"
"2019",CHIEN,"91580",etrechy,"9"
"2019",CHAT,"91580",AUVER ST GEORGES,"1"
"2019",CHIEN,"91580",SAUDREVILLE,"3"
"2019",CHIEN,"91580",LE MESNIL RACOIN,"3"
"2019",CHIEN,"91580",SOUEY LA BRICHE,"1"
"2019",CHIEN,"91580",AUVERS SAINT GEORGES,"43"
"2019",CHIEN,"91580",SOUZY  LA BRICHE,"2"
"2019",CHIEN,"91580",SOUZY LA RBICHE,"1"
"2019",CHIEN,"91580",SOUZY LA BRICHE,"4079"
"2019",CHIEN,"91580",AUVERS SAINT GEOGES,"1"
"2019",CHIEN,"91580",souzy la briche,"2"
"2019",CHIEN,"91580",SOUZY AL BRICHE,"2"
"2019",CHAT,"91577",BIEVRES,"1"
"2019",CHIEN,"91570",BIèVRES,"5"
"2019",CHAT,"91570",BIÈVRES,"8"
"2019",CHIEN,"91570",Bievres,"1"
"2019",CHIEN,"91560",CROSNES,"17"
"2019",CHIEN,"91550",paray vieille poste,"1"
"2019",CHIEN,"91550",VIEILLE POSTE,"1"
"2019",CHIEN,"91550",Paray-Vieille-Poste,"2"
"2019",CHIEN,"91550",PARAY VIEILLE POUTE,"1"
"2019",CHIEN,"91550",BRIERES LES SCELLES,"1"
"2019",CHIEN,"91550",PAREY VIEILLE POSTE,"1"
"2019",CHIEN,"91550",PARAY VIELLE POSTE,"8"
"2019",CHIEN,"91550",PARAY VIEILLE PASSE,"1"
"2019",CHAT,"91550",VILLENEUVE S AUVERS,"1"
"2019",CHAT,"91550",PARAY-VIEILLE-POSTE,"30"
"2019",CHAT,"91540",MENNESSY,"1"
"2019",CHIEN,"91540",MENECY,"3"
"2019",CHIEN,"91540",MENNEçY,"1"
"2019",CHIEN,"91540",ETIOLLES,"1"
"2019",CHIEN,"91540",FONTENAY-LE-VICOMTE,"1"
"2019",CHAT,"91540",ÉCHARCON,"1"
"2019",CHAT,"91530",SAINT MAURICE MONTCOURONNE,"45"
"2019",CHIEN,"91530",sermaises,"1"
"2019",CHAT,"91530",ST CHÉRON,"2"
"2019",CHIEN,"91530",SAINT MAURICE MONTCORONNE,"1"
"2019",CHAT,"91530",ST MAURICE  MONTCOURONNE,"1"
"2019",CHAT,"91530",ST-CHERON,"2"
"2019",CHAT,"91520",Égly,"1"
"2019",CHIEN,"91520",egly,"9"
"2019",CHAT,"91510",LE PATÉ DE LARDY,"1"
"2019",CHAT,"91510",JANVILLE-SUR-JUINE,"54"
"2019",CHIEN,"91510",LINAS,"1"
"2019",CHAT,"91510",JANVILLE SUR LUINE,"1"
"2019",CHAT,"91510",LARDY PATÉ,"2"
"2019",CHAT,"91510",JANVILLE SUR JUISNE,"1"
"2019",CHIEN,"91510",BLANDY,"1"
"2019",CHIEN,"91510",janville sur juine,"3"
"2019",CHIEN,"91510",GILLEVOISIN,"2"
"2019",CHAT,"91490",COURANGES,"1"
"2019",CHIEN,"91490",Dannemois,"1"
"2019",CHIEN,"91490",Milly-la-Forêt,"1"
"2019",CHIEN,"91490",MILLY-LA-FORêT,"4"
"2019",CHAT,"91490",MILLY LA FORÊT,"7"
"2019",CHAT,"91490",MILLY-LA-FORêT,"6"
"2019",CHIEN,"91490",MOIGNY S/ECOLE,"1"
"2019",CHAT,"91490",milly la foret,"1"
"2019",CHIEN,"91490",ONCY S/ECOLE,"2"
"2019",CHAT,"91490",ONCY SUR ECOLE,"157"
"2019",CHAT,"91490",Oncy/Ecole,"1"
"2019",CHAT,"91480",VARENNES  JARCY,"1"
"2019",CHAT,"91480",QUINCEY-SOUS-SENARD,"1"
"2019",CHAT,"91480",FONTENAY SOUS BOIS,"1"
"2019",CHIEN,"91480",SOISY SUR ECOLE,"1"
"2019",CHAT,"91480",YERRES,"1"
"2019",CHIEN,"91480",QUINCY SOUS SENARD T,"1"
"2019",CHIEN,"91480",QUINCY SOUS SÉNART,"3"
"2019",CHAT,"91470",FOEGE LES BAINS,"1"
"2019",CHAT,"91470",BOULLAY LES TROUX,"103"
"2019",CHAT,"91470",BAJOLET,"1"
"2019",CHAT,"91470",MALASSIS,"5"
"2019",CHIEN,"91470",ANGERVILLERS,"1"
"2019",CHAT,"91470",FORGE LES BAINS,"2"
"2019",CHIEN,"91470",FORGES LES BAIN,"1"
"2019",CHAT,"91470",MALASSIS FORGES LES BAINS,"1"
"2019",CHIEN,"91470",Angervilliers,"1"
"2019",CHAT,"91470",pecqueuse,"1"
"2019",CHAT,"91470",limours,"2"
"2019",CHAT,"91470",LES MOLIERES,"253"
"2019",CHIEN,"91470",BOULLAY LES TROUX,"96"
"2019",CHIEN,"91460",MARROUSSY,"1"
"2019",CHIEN,"91460",marcousis,"2"
"2019",CHAT,"91460",BRIIS SOUS FORGES,"2"
"2019",CHIEN,"91460",MARCOUSSIS,"1163"
"2019",CHAT,"91460",D'ORMOY,"1"
"2019",CHAT,"91460",marcoussis,"5"
"2019",CHAT,"91450",ORMOY,"1"
"2019",CHIEN,"91450",ETIOLLES,"296"
"2019",CHIEN,"91450",MENNECY,"4"
"2019",CHAT,"91450",Soisy-sur-Seine,"4"
"2019",CHIEN,"91450",SOISY SUE SEINE,"1"
"2019",CHAT,"91450",etiolles,"2"
"2019",CHAT,"91450",SOISY S/ SEINE,"1"
"2019",CHAT,"91450",SOISSY/SEINE,"1"
"2019",CHAT,"91440",BURES-SUR-YVETTE,"24"
"2019",CHAT,"91440",bures sur yvette,"1"
"2019",CHIEN,"91440",BURS SUR YVETTE,"1"
"2019",CHIEN,"91440",GOMETZ LE CHATEL,"1"
"2019",CHAT,"91440",Buressur Yvette,"1"
"2019",CHIEN,"91440",BURES S/YVETTE,"38"
"2019",CHIEN,"91440",DOURAN,"1"
"2019",CHAT,"91440",BRIIS SOUS FORGES,"1"
"2019",CHIEN,"91430",Vauhallan,"2"
"2019",CHIEN,"91430",VAUHALLAN,"146"
"2019",CHIEN,"91430",IONY,"1"
"2019",CHAT,"91420",morangis,"2"
"2019",CHIEN,"91420",SAINT MICHEL SUR ORGE,"1"
"2019",CHAT,"91420",NOGENT L ABBESSE,"1"
"2019",CHAT,"91420",MORNGIS,"1"
"2019",CHIEN,"91420",Morangis,"6"
"2019",CHIEN,"91420",morangis,"2"
"2019",CHIEN,"91420",MARENGIS,"1"
"2019",CHIEN,"91420",MALAKOFF,"1"
"2019",CHIEN,"91413",UNTERNESSELBACH,"2"
"2019",CHAT,"91410",AUTHON LA PLAINE,"51"
"2019",CHIEN,"91410",ROINVILLE S DOURDON,"1"
"2019",CHIEN,"91410",DOURDANS,"1"
"2019",CHAT,"91410",PLESSIS-SAINT-BENOIST,"1"
"2019",CHAT,"91410",Corbreuse,"1"
"2019",CHIEN,"91410",ROINVILLE S DOURDAN,"1"
"2019",CHAT,"91410",LES GRANGES LE ROI,"144"
"2019",CHIEN,"91410",ST CYR SOUS DOURDAN,"134"
"2019",CHAT,"91410",ST-CYR SOUS DOURDAN,"1"
"2019",CHIEN,"91410",CORBREUSE,"221"
"2019",CHIEN,"91410",roinville,"1"
"2019",CHIEN,"91410",la foret le roi,"2"
"2019",CHIEN,"91410",MORANGIS,"1"
"2019",CHAT,"91410",DOURDAIN,"1"
"2019",CHAT,"91410",SAINT-ESCOBILLE,"1"
"2019",CHIEN,"91410",ST SYCR SOUS DOURDAN,"1"
"2019",CHAT,"91410",DOURDAN (91410),"1"
"2019",CHIEN,"91410",LA FORÊT LE ROY,"1"
"2019",CHAT,"91410",SAINT ESCOBILLE,"18"
"2019",CHIEN,"91410",MARSEILLE LES AUBIGNY,"1"
"2019",CHAT,"91410",LES GRANGE LE ROI,"1"
"2019",CHIEN,"91400",ORSAY,"816"
"2019",CHAT,"91400",SACCLAY,"2"
"2019",CHIEN,"91400",MELUN,"1"
"2019",CHAT,"91400",GOMETZ-LA-VILLE,"5"
"2019",CHIEN,"91400",LA FOLIE EN BESSIN,"1"
"2019",CHAT,"91400",ORSAY,"1600"
"2019",CHAT,"91400",orsay,"8"
"2019",CHAT,"91400",GOMETS LA VILLE,"1"
"2019",CHIEN,"91390",MORSANG/ORGE,"3"
"2019",CHIEN,"91390",morsang sur orge,"9"
"2019",CHAT,"91390",MORSANG  SUR ORGE,"1"
"2019",CHAT,"91390",MORSANG /S/ORGE,"1"
"2019",CHAT,"91390",MORSANG/OISE,"1"
"2019",CHIEN,"91390",morsan sur orge,"1"
"2019",CHIEN,"91390",WISSOUS,"1"
"2019",CHAT,"91390",Morsang-sur -Orge,"1"
"2019",CHAT,"91390",LONGPONT SUR ORGE,"1"
"2019",CHAT,"91390",MORSANG SUR ORGE,"2226"
"2019",CHAT,"91380",Chilly Mazarin,"1"
"2019",CHIEN,"91380",CHILLY,"2"
"2019",CHIEN,"91380",CHILLY MASARIN,"1"
"2019",CHAT,"91380",CHILLY MAZARRIN,"1"
"2019",CHIEN,"91380",chilly mazarin,"7"
"2019",CHIEN,"91370",VERRIèRES-LE-BUISSON,"2"
"2019",CHAT,"91370",VERRIERES-LE-BUISSON,"28"
"2019",CHIEN,"91370",VERRIERES LES BUISSON,"1"
"2019",CHAT,"91370",Verrières-le-Buisson,"3"
"2019",CHAT,"91370",VERRIèRE-LE-BUISSON,"1"
"2019",CHAT,"91370",Verrieres le buisson,"1"
"2019",CHIEN,"91370",VERRIERE LE BUISON,"1"
"2019",CHIEN,"91360",VILLEMOISSONS SUR ORGE,"1"
"2019",CHAT,"91360",EPINAY / ORGE,"2"
"2019",CHAT,"91360",VILLEMOISSONS S/ORGE,"1"
"2019",CHAT,"91360",MORSANG SUR ORGE,"2"
"2019",CHAT,"91360",Villemoisson Sur Orge,"1"
"2019",CHAT,"91360",CHILLY MAZARIN,"3"
"2019",CHAT,"91360",VILLEMAISON SUR ORGE,"1"
"2019",CHIEN,"91360",VILLEMOISSON S/ORGE,"1"
"2019",CHAT,"91360",VILLEMOISSON S ORGE,"1"
"2019",CHAT,"91360",Épinay-sur-Orge,"5"
"2019",CHIEN,"91360",EPINAY  SUR  ORGE,"1"
"2019",CHIEN,"91360",MASSY,"1"
"2019",CHIEN,"91360",ÉPINAY-SUR-ORGE,"2"
"2019",CHIEN,"91360",VILLEMOISSON  /  ORGE,"1"
"2019",CHIEN,"91360",villemoisson sur orge,"1"
"2019",CHIEN,"91360",VILLEMOISSON/ORGE,"4"
"2019",CHAT,"91360",MARCOUSSIS,"1"
"2019",CHAT,"91359",GRIGNY CEDEX,"1"
"2019",CHIEN,"91350",ST MAURICE,"1"
"2019",CHAT,"91350",grigny,"3"
"2019",CHAT,"91340",JOINVILLE LE PONT,"1"
"2019",CHAT,"91340",OLLAIVILLE,"1"
"2019",CHAT,"91340",BRUYERES LE CHATELOLLAINVILLE,"1"
"2019",CHAT,"91333",YERRES,"2"
"2019",CHIEN,"91333",YERRES,"2"
"2019",CHIEN,"91330",YENNES,"1"
"2019",CHIEN,"91330",MONTGERON,"1"
"2019",CHIEN,"91330",yerres,"13"
"2019",CHAT,"91330",YEREES,"3"
"2019",CHAT,"91330",VILLEMOISSON SUR ORGE,"1"
"2019",CHAT,"91321",WISSOUS,"1"
"2019",CHAT,"91320",WISSOUX,"1"
"2019",CHIEN,"91319",LINAS,"1"
"2019",CHAT,"91310",LONGPONT SUR ORGES,"1"
